,timestamp,source_ip,destination_ip,latency_ms,packet_loss_rate,bandwidth_usage_mb,protocol,data_volume_gb,failure,time_to_fail
0,2024-07-07 07:43:28.311140,192.168.1.3,192.168.1.101,90.24868165074643,0.046289286835629884,182.73175024672787,UDP,7.4896758816126825,1,2
1,2024-07-07 07:45:28.311140,192.168.1.2,192.168.1.101,90.8693163386542,0.0382880674087415,350.0190146455327,UDP,1.7001774845276005,1,15
2,2024-07-07 08:00:28.311140,192.168.1.3,192.168.1.100,84.62661293702367,0.0169297174471545,190.99543489680906,TCP,1.2348997016738326,1,5
3,2024-07-07 08:01:28.311140,192.168.1.3,192.168.1.102,17.829208199354824,0.0223920543039502,699.3803069017496,UDP,1.3813520985256948,1,4
4,2024-07-07 08:05:28.311140,192.168.1.1,192.168.1.102,80.94295886414822,0.01605861934526226,682.6343929660734,TCP,8.40000632653623,1,5
5,2024-07-07 08:08:28.311140,192.168.1.2,192.168.1.101,17.44936710032607,0.01647290365124205,157.42622703790198,TCP,3.746632881559274,1,2
6,2024-07-07 08:10:28.311140,192.168.1.3,192.168.1.102,60.742955292852464,0.036761114401689526,620.7482491200798,TCP,0.4678469867246934,1,1
7,2024-07-07 08:11:28.311140,192.168.1.2,192.168.1.100,81.10383082616694,0.026111027041386375,547.0048467019627,TCP,0.9967758483436948,1,11
8,2024-07-07 08:22:28.311140,192.168.1.2,192.168.1.100,31.34775486887295,0.007504950199251759,776.3506265019014,TCP,8.93875005102988,1,0
9,2024-07-07 08:22:28.311140,192.168.1.2,192.168.1.100,43.36626029378986,0.031073881487550553,502.08497808884874,UDP,8.46863038754432,1,7
10,2024-07-07 08:22:28.311140,192.168.1.3,192.168.1.102,60.92081290998696,0.007849728981337562,667.7413639733543,TCP,8.466449109533421,1,7
11,2024-07-07 08:29:28.311140,192.168.1.2,192.168.1.101,18.016969709181193,0.023234146396949103,147.7290437953293,UDP,6.213829466606924,1,0
12,2024-07-07 08:29:28.311140,192.168.1.2,192.168.1.102,60.10868899954834,0.03618952308055092,834.1623067952899,UDP,0.8174115948544924,1,7
13,2024-07-07 08:33:28.311140,192.168.1.1,192.168.1.101,34.76725442375954,0.022810097532281772,266.4441722859115,TCP,5.533930316936925,1,3
14,2024-07-07 08:36:28.311140,192.168.1.1,192.168.1.101,85.08893742780181,0.048937762531244,164.75112758369315,UDP,3.178508532678878,1,17
15,2024-07-07 08:43:28.311140,192.168.1.2,192.168.1.100,59.532793176773424,0.021491719973647266,803.3766219901308,UDP,6.210406744848102,1,10
16,2024-07-07 08:45:28.311140,192.168.1.2,192.168.1.102,5.4431193782446154,0.006559256840094597,895.208361124768,UDP,0.8045780408364398,1,8
17,2024-07-07 08:49:28.311140,192.168.1.1,192.168.1.102,10.3162198464784,0.015344206799188888,448.22508473772774,TCP,8.95503891202743,1,4
18,2024-07-07 08:53:28.311140,192.168.1.1,192.168.1.100,30.684959656846576,0.049458141759812196,350.2337211859714,TCP,5.753498311527803,1,15
19,2024-07-07 09:08:28.311140,192.168.1.2,192.168.1.100,28.243179548505612,0.004336832131430219,955.0116102618605,UDP,5.348689119182113,1,29
20,2024-07-07 09:20:28.311140,192.168.1.3,192.168.1.100,17.879621363434303,0.017632420447708016,881.7293948753141,UDP,6.646484400313703,1,17
